Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating
Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.0,0.0,0.06,0.0,0.06,Unknown,0
Whiplash,XB,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,Crystal Dynamics,2
V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06,Eden Studios,0
Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Unknown,0
Impact Racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0,0.06,Unknown,0
Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,EA DICE,2
Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,Iron Lore Entertainment,2
Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,Hitmaker,0
Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06,"Red Tribe, Brash Entertainment",0
SeaBlade,XB,2002.0,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06,Simon & Schuster,2
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Unknown,0
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06,Artificial Mind and Movement,0
Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,Ninja Studio,2
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,Unknown,0
Saki: Zenkoku-hen,PSV,2015.0,Misc,Kaga Create,0.0,0.0,0.06,0.0,0.06,Unknown,0
Point Blank DS (US sales),DS,2006.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.06,Unknown,0
Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,Giants Software,0
MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,Unknown,0
Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,Piranha Bytes,2
Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Unknown,0
Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,Unknown,0
Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
History Great Empires: Rome,DS,2009.0,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.05,Slitherine,3
7 Days to Die,XOne,2016.0,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,The Fun Pimps Entertainment LLC,1
Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,UFO Interactive,0
Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05,Fluid Studios,0
Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05,Unknown,0
Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,Sensory Sweep,0
Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05,Capcom,1
Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,Climax Group,0
Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,Codo Games,3
F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,Codemasters Birmingham,0
Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,Acclaim Studios Manchester,1
Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Dungeon Keeper 2,PC,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05,Bullfrog Productions,1
Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,Shift,0
NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05,Unknown,0
My Amusement Park,DS,2010.0,Misc,Scholastic Inc.,0.05,0.0,0.0,0.0,0.05,"Scholastic, Inc.",0
Chocolatier,DS,2010.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,Zoo Games,0
Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,0.05,0.0,0.0,0.0,0.05,Red Wagon Games,0
Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05,Unknown,0
Samurai Dou Portable,PSP,2008.0,Action,Spike,0.0,0.0,0.05,0.0,0.05,Unknown,0
Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05,Unknown,0
Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,Papaya Studios,3
Major League Baseball 2K11,PSP,2011.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.01,0.05,Visual Concepts,0
Front Mission 2089: Border of Madness,DS,2008.0,Strategy,Square Enix,0.0,0.0,0.05,0.0,0.05,Unknown,0
Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,Matrix Software,0
NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,Acclaim,0
Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Razorback Developments,0
Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,Unknown,0
Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,Paradox Development Studio,0
Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,Raylight Studios,2
Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05,Trine Games,0
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,Double Helix Games,1
"Murder, She Wrote",PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,Legacy Interactive,2
Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,Black Box,0
Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,CI Games,1
Hakuouki: Reimeiroku,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,Unknown,0
Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,Icon Games,0
Blood Omen 2,GC,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,Crystal Dynamics,1
Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,Now Production,2
Ghostbusters (2016),PS4,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05,Unknown,0
Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown,0
Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,Cowboy Rodeo,2
Carve,XB,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05,Argonaut Games,0
BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,Terminal Reality,2
GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.05,Q Entertainment,3
Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,Double Helix Games,2
GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,Spike,0.0,0.0,0.05,0.0,0.05,Unknown,0
McDROID,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05,Unknown,0
WTA Tour Tennis,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05,Konami,0
Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,Omega Force,2
Samurai Warriors 4-II,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Omega Force,2
Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,Exient Entertainment,0
Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,Micro Cabin,2
The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05,Cranberry Production,0
Adventure Time: Finn & Jake Investigations,XOne,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,Unknown,0
4 Elements,PC,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,Playrix Entertainment,0
Uta no Prince-Sama: Music 3,PSV,2016.0,Action,Broccoli,0.0,0.0,0.05,0.0,0.05,Unknown,0
New Prince of Tennis: Go to the Top,3DS,2015.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,Unknown,0
Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05,LDW,0
Batman: A Telltale Game Series,PS3,2016.0,Adventure,Telltale Games,0.01,0.04,0.0,0.01,0.05,Unknown,0
Defendin' De Penguin,Wii,2008.0,Strategy,Zushi Games,0.05,0.0,0.0,0.0,0.05,Unknown,0
Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,Airtight Games,1
Activision Hits: Remixed,PSP,2006.0,Misc,Activision,0.05,0.0,0.0,0.0,0.05,Digital Eclipse,0
Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown,0
Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,UGA,0
MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,Blue Shift,3
Goosebumps: The Game,3DS,2015.0,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05,WayForward,3
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,Idea Factory,2
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,Taito Corporation,0
UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,EA Canada,0
Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,Kalypso,0
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
Taito Legends Power Up,PSP,2007.0,Action,Destineer,0.05,0.0,0.0,0.0,0.05,Empire Oxford,0
Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Samurai Deeper Kyo,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,Ubisoft,0
Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,Unknown,0
Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,Imagineer,0
MotoGP 15,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.02,0.03,0.0,0.05,Milestone S.r.l,3
Criminal Girls 2,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05,Unknown,0
Omega Labyrinth,PSV,2015.0,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05,Unknown,0
Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05,Unknown,0
Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,Pack-In-Video,0.0,0.0,0.05,0.0,0.05,Unknown,0
PopStar Guitar,Wii,2008.0,Misc,Midway Games,0.03,0.02,0.0,0.0,0.05,Broadsword Interactive,2
Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown,0
Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.01,0.0,0.0,0.05,Rising Star Games,0
Sitting Ducks,PS2,2003.0,Platform,LSP Games,0.03,0.02,0.0,0.01,0.05,Asobo Studio,0
Puyo Puyo 7,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
My Fitness Coach: Club,Wii,2011.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.05,Unknown,0
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,1C: Maddox Games,2
Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown,0
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,Midway,0
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05,Unknown,0
Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,Studio Archcraft,0
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Backbone Entertainment,2
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05,Shaba Games,0
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,Inti Creates,3
Touch 'N' Play Collection,DS,2010.0,Misc,O-Games,0.03,0.01,0.0,0.0,0.05,O-Games,0
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05,Unknown,0
Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,Grasshopper Manufacture,2
Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Team Ninja,0
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05,Unknown,0
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05,Unknown,0
Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK Playmore,0.03,0.02,0.0,0.0,0.05,Unknown,0
Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Lexis Numerique,0
Winning Post 8 ,PS3,2014.0,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown,0
Learn Science,DS,2010.0,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,Dreamcatcher,0
Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Electronic Arts,2
Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,Unknown,0
Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,Unknown,0
Minna no Ennichi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Domino Rally,Wii,2007.0,Action,Nordcurrent,0.05,0.0,0.0,0.0,0.05,RED Entertainment,0
King Arthur,XB,2004.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,Krome Studios,2
Bass Rise,PS,1999.0,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,Unknown,0
Dynamite Headdy,GEN,1993.0,Platform,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05,Unknown,0
Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.05,Most Wanted Entertainment,0
Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05,Unknown,0
Rockin' Pretty,DS,2009.0,Misc,Arc System Works,0.05,0.0,0.0,0.0,0.05,Arc System Works,0
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,"THQ, 1C, 1C Company",2
Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,Unknown,0
Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,Unknown,0
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,Nippon Ichi Software,0
Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,Ubisoft Montreal,2
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Just For Fun,0
Pachinko Wars II,SNES,1993.0,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05,Unknown,0
Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05,Ubisoft,0
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004.0,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05,Unknown,0
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,Techland,1
PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,"Namco Bandai Games, Monkey Bar Games",3
Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,Activision,0
Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,0.0,0.04,0.0,0.01,0.05,Unknown,0
Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05,Amusement Vision,0
WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.05,Unknown,0
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,EA Canada,0
Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,Unknown,0
Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.05,WayForward,3
F1 2015,PC,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,Codemasters,0
Game no Kanzume Vol 2,SCD,1994.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown,0
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,Ubisoft,0
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,Engine Software,3
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,Unknown,0
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,InXile Entertainment,1
Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,Argonaut Games,2
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,Dreamcatcher,0
SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.05,Unknown,0
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,Unknown,0
Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Unknown,0
Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,NanaOn-Sha,0
Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,"Eidos Interactive, Tantalus Interactive",0
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05,From Software,2
Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,Neon Studios,3
Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.05,Unknown,0
Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,Immersion Software & Graphics,2
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,Doki Denki,0
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,Ubisoft,2
Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,Data Design Interactive,0
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,Interplay,1
Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05,Unknown,0
IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,Codemasters,0
Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,Game Factory,0.05,0.0,0.0,0.0,0.05,Gorilla Systems,0
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,Taito Corporation,0
Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,Climax Group,0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.01,0.03,0.0,0.01,0.05,PlatinumGames,2
Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.02,0.0,0.0,0.05,Unknown,0
Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,0.0,0.05,Unknown,0
Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,Tripwire Interactive,1
Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05,Unknown,0
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,Sega AM2,0
Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,Unknown,0
Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,Blast! Entertainment Ltd,0
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05,Unknown,0
My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05,Unknown,0
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,High Voltage Software,1
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010.0,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05,Unknown,0
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,Colossal Order,0
Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,3DO,2
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,Navarre Corp,0
RPG Tsukuru DS,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05,Unknown,0
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,Unknown,0
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,Omega Force,2
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,Point of View,2
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05,Unknown,0
Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05,Natsume,2
The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,Blue Castle Games,0
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,Deep Silver,1
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Deck 13,2
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,Codemasters,1
Princess on Ice,DS,2008.0,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,Arc System Works,0
